species;order;family;temperature;int_rate;int_rate_se;sample_size;reference;doi;observations_i;observations_ii;feed_guild;source_dataset;lat;lon;body_length_mm;type_length;source_length
Thrips tabaci;Thysanoptera;Thripidae;30;0.0246;;;murai2000;10.1303/aez.2000.499;;;sucker;frazier2006;35.37966;132.75772;1.5;adult;Utah State University
Macrolophus pygmaeus;Hemiptera;Miridae;15;0.0376;;18;perdikis2002;10.1046/j.1570-7458.2002.00947.x;eggplant and myzus persicae;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;20;0.0696;;18;perdikis2002;10.1046/j.1570-7458.2002.00947.x;eggplant and myzus persicae;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;25;0.0975;;18;perdikis2002;10.1046/j.1570-7458.2002.00947.x;eggplant and myzus persicae;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;27.5;0.0981;;19;perdikis2002;10.1046/j.1570-7458.2002.00947.x;eggplant and myzus persicae;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;30;0.0754;;16;perdikis2002;10.1046/j.1570-7458.2002.00947.x;eggplant and myzus persicae;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;15;0.0393;;18;perdikis2002;10.1046/j.1570-7458.2002.00947.x;tomato and trialeurodes vaporariorum;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;20;0.0647;;19;perdikis2002;10.1046/j.1570-7458.2002.00947.x;tomato and trialeurodes vaporariorum;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;25;0.0969;;20;perdikis2002;10.1046/j.1570-7458.2002.00947.x;tomato and trialeurodes vaporariorum;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;27.5;0.104;;17;perdikis2002;10.1046/j.1570-7458.2002.00947.x;tomato and trialeurodes vaporariorum;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Macrolophus pygmaeus;Hemiptera;Miridae;30;0.0683;;16;perdikis2002;10.1046/j.1570-7458.2002.00947.x;tomato and trialeurodes vaporariorum;;predator;frazier2006;38.42198;22.86758;3.3;female;https://doi.org/10.1017/S0007485312000545
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;18;0.11;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in tuta absoluta eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;20;0.15;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in tuta absoluta eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;22;0.2;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in tuta absoluta eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;25;0.31;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in tuta absoluta eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;30;0.35;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in tuta absoluta eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;32;0.31;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in tuta absoluta eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;18;0.11;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in phthorimaea operculella eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;20;0.17;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in phthorimaea operculella eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;22;0.19;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in phthorimaea operculella eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;25;0.33;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in phthorimaea operculella eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;30;0.43;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in phthorimaea operculella eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Trichogramma pretiosum;Hymenoptera;Trichogrammatidae;32;0.39;;;pratissoli2000;10.1046/j.1439-0418.2000.00477.x;in phthorimaea operculella eggs;;parasitoid;frazier2006;-20.76008062;-41.53214445;0.625;adults;UC IPM
Saccharicoccus sacchari;Hemiptera;Pseudococcidae;20;0.032;;;rae1991;10.1071/ZO9910105;;;sucker;frazier2006;-19.32602876;146.7569246;7;adult;scalenet
Saccharicoccus sacchari;Hemiptera;Pseudococcidae;25;0.0866;;;rae1991;10.1071/ZO9910105;;;sucker;frazier2006;-19.32602876;146.7569246;7;adult;scalenet
Saccharicoccus sacchari;Hemiptera;Pseudococcidae;27;0.104;;;rae1991;10.1071/ZO9910105;;;sucker;frazier2006;-19.32602876;146.7569246;7;adult;scalenet
Saccharicoccus sacchari;Hemiptera;Pseudococcidae;30;0.1496;;;rae1991;10.1071/ZO9910105;;;sucker;frazier2006;-19.32602876;146.7569246;7;adult;scalenet
Saccharicoccus sacchari;Hemiptera;Pseudococcidae;33;0.0972;;;rae1991;10.1071/ZO9910105;;;sucker;frazier2006;-19.32602876;146.7569246;7;adult;scalenet
Nephaspis oculatus;Coleoptera;Coccinellidae;20;0.019;0.004;11;ren2002;10.1006/bcon.2001.1008;;;predator;frazier2006;26.46085358;-81.43503354;2.37;larvae;https://www.biodiversitylibrary.org/partpdf/66637
Nephaspis oculatus;Coleoptera;Coccinellidae;23;0.036;0.005;11;ren2002;10.1006/bcon.2001.1008;;;predator;frazier2006;26.46085358;-81.43503354;2.37;larvae;https://www.biodiversitylibrary.org/partpdf/66637
Nephaspis oculatus;Coleoptera;Coccinellidae;26;0.055;0.006;11;ren2002;10.1006/bcon.2001.1008;;;predator;frazier2006;26.46085358;-81.43503354;2.37;larvae;https://www.biodiversitylibrary.org/partpdf/66637
Nephaspis oculatus;Coleoptera;Coccinellidae;29;0.0436;0.008;11;ren2002;10.1006/bcon.2001.1008;;;predator;frazier2006;26.46085358;-81.43503354;2.37;larvae;https://www.biodiversitylibrary.org/partpdf/66637
Nephaspis oculatus;Coleoptera;Coccinellidae;31;0.038;0.006;11;ren2002;10.1006/bcon.2001.1008;;;predator;frazier2006;26.46085358;-81.43503354;2.37;larvae;https://www.biodiversitylibrary.org/partpdf/66637
Diatraea lineolata;Lepidoptera;Crambidae;22;0.0464;;;rodriguez1989;10.1093/aesa/82.4.450;;;stem borer;frazier2006;25.98706222;-98.09542054;30;larvae;University of Florida
Diatraea lineolata;Lepidoptera;Crambidae;25;0.054;;;rodriguez1989;10.1093/aesa/82.4.450;;;stem borer;frazier2006;25.98706222;-98.09542054;30;larvae;University of Florida
Diatraea lineolata;Lepidoptera;Crambidae;25;0.0534;;;rodriguez1989;10.1093/aesa/82.4.450;;;stem borer;frazier2006;25.98706222;-98.09542054;30;larvae;University of Florida
Diatraea lineolata;Lepidoptera;Crambidae;28;0.0452;;;rodriguez1989;10.1093/aesa/82.4.450;;;stem borer;frazier2006;25.98706222;-98.09542054;30;larvae;University of Florida
Diatraea lineolata;Lepidoptera;Crambidae;31;0.0098;;;rodriguez1989;10.1093/aesa/82.4.450;;;stem borer;frazier2006;25.98706222;-98.09542054;30;larvae;University of Florida
Stethorus punctillum;Coleoptera;Coccinellidae;12;0.000383509;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;14;0.035666347;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;16;0.077852349;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;20;0.138063279;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;24;0.211313519;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;28;0.296452541;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;30;0.334419942;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;32;0.320613615;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;34;0.367785235;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;36;0.355896453;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Stethorus punctillum;Coleoptera;Coccinellidae;38;0;;;roy2003;10.1023/A:1021289832664;;;predator;frazier2006;46.98462846;-71.48408282;2;larvae;Ontario IPM
Tetranychus mcdanieli;Acari;Tetranychidae;14;0;;;roy2003;10.1023/A:1021289832664;;;sucker;frazier2006;46.98462846;-71.48408282;0.5;adults;US Pests
Tetranychus mcdanieli;Acari;Tetranychidae;16;0.006136146;;;roy2003;10.1023/A:1021289832664;;;sucker;frazier2006;46.98462846;-71.48408282;0.5;adults;US Pests
Tetranychus mcdanieli;Acari;Tetranychidae;20;0.050623202;;;roy2003;10.1023/A:1021289832664;;;sucker;frazier2006;46.98462846;-71.48408282;0.5;adults;US Pests
Tetranychus mcdanieli;Acari;Tetranychidae;24;0.097411314;;;roy2003;10.1023/A:1021289832664;;;sucker;frazier2006;46.98462846;-71.48408282;0.5;adults;US Pests
Tetranychus mcdanieli;Acari;Tetranychidae;28;0.113902205;;;roy2003;10.1023/A:1021289832664;;;sucker;frazier2006;46.98462846;-71.48408282;0.5;adults;US Pests
Tetranychus mcdanieli;Acari;Tetranychidae;30;0.171428571;;;roy2003;10.1023/A:1021289832664;;;sucker;frazier2006;46.98462846;-71.48408282;0.5;adults;US Pests
Tetranychus mcdanieli;Acari;Tetranychidae;32;0.12042186;;;roy2003;10.1023/A:1021289832664;;;sucker;frazier2006;46.98462846;-71.48408282;0.5;adults;US Pests
Tetranychus mcdanieli;Acari;Tetranychidae;34;0;;;roy2003;10.1023/A:1021289832664;;;sucker;frazier2006;46.98462846;-71.48408282;0.5;adults;US Pests
Hyperomyzus lactucae;Hemiptera;Aphididae;12.5;0.188;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;fluctuating temperatures;apterous;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Hyperomyzus lactucae;Hemiptera;Aphididae;17;0.263;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;;apterous;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Hyperomyzus lactucae;Hemiptera;Aphididae;17;0.26;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;fluctuating temperatures;apterous;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Hyperomyzus lactucae;Hemiptera;Aphididae;22;0.301;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;;apterous;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Hyperomyzus lactucae;Hemiptera;Aphididae;22;0.315;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;fluctuating temperatures;apterous;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Hyperomyzus lactucae;Hemiptera;Aphididae;24;0.332;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;;apterous;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Hyperomyzus lactucae;Hemiptera;Aphididae;26;0.001;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;;apterous;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Hyperomyzus lactucae;Hemiptera;Aphididae;26;0;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;;apterous;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Hyperomyzus lactucae;Hemiptera;Aphididae;17;0.227;;;shusheng1987;10.1111/j.1570-7458.1987.tb02199.x;;alate;sucker;frazier2006;-35.2801222;149.1308719;3.2;apterous females;influentialpoints
Ephestia kuehniella;Lepidoptera;Pyralidae;20;0.071;;;siddiqui1973;10.1093/aesa/66.3.579;;;stored product pest;gaston1988;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Ephestia kuehniella;Lepidoptera;Pyralidae;22.5;0.088;;;siddiqui1973;10.1093/aesa/66.3.579;;;stored product pest;gaston1988;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Ephestia kuehniella;Lepidoptera;Pyralidae;25;0.106;;;siddiqui1973;10.1093/aesa/66.3.579;;;stored product pest;gaston1988;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Ephestia kuehniella;Lepidoptera;Pyralidae;27.5;0.103;;;siddiqui1973;10.1093/aesa/66.3.579;;;stored product pest;gaston1988;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Ephestia kuehniella;Lepidoptera;Pyralidae;20;0.07;;;siddiqui1973;10.1093/aesa/66.3.579;fluctuating temperatures;;stored product pest;gaston1988;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Ephestia kuehniella;Lepidoptera;Pyralidae;20;0.069;;;siddiqui1973;10.1093/aesa/66.3.579;fluctuating temperatures;;stored product pest;gaston1988;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Ephestia kuehniella;Lepidoptera;Pyralidae;22.5;0.087;;;siddiqui1973;10.1093/aesa/66.3.579;fluctuating temperatures;;stored product pest;gaston1988;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Ephestia kuehniella;Lepidoptera;Pyralidae;22.5;0.078;;;siddiqui1973;10.1093/aesa/66.3.579;fluctuating temperatures;;stored product pest;gaston1988;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Ephestia kuehniella;Lepidoptera;Pyralidae;25;0.098;;;siddiqui1973;10.1093/aesa/66.3.579;fluctuating temperatures;;stored product pest;frazier2006;44.1618581;-77.38365802;17.78;larvae;https://www.britannica.com/animal/flour-moth
Chilo partellus;Lepidoptera;Crambidae;20;0.021;;;singh1991;10.1017/S1742758400011309;;;stem borer;frazier2006;29.14159955;75.711117;25;larvae;CABI
Chilo partellus;Lepidoptera;Crambidae;25;0.082;;;singh1991;10.1017/S1742758400011309;;;stem borer;frazier2006;29.14159955;75.711117;25;larvae;CABI
Chilo partellus;Lepidoptera;Crambidae;27.5;0.096;;;singh1991;10.1017/S1742758400011309;;;stem borer;frazier2006;29.14159955;75.711117;25;larvae;CABI
Chilo partellus;Lepidoptera;Crambidae;30;0.108;;;singh1991;10.1017/S1742758400011309;;;stem borer;frazier2006;29.14159955;75.711117;25;larvae;CABI
Chilo partellus;Lepidoptera;Crambidae;35;0.072;;;singh1991;10.1017/S1742758400011309;;;stem borer;frazier2006;29.14159955;75.711117;25;larvae;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;20;0.003;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;22.5;0.030285714;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;25;0.035;;;smith1965;10.1016/0022-474X(65)90006-8;40;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;25;0.059428571;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;25;0.055571429;;;smith1965;10.1016/0022-474X(65)90006-8;90;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;27.5;0.076571429;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;30;0.075428571;;;smith1965;10.1016/0022-474X(65)90006-8;40;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;30;0.103428571;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;30;0.110285714;;;smith1965;10.1016/0022-474X(65)90006-8;90;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;32.5;0.115571429;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;35;0.074142857;;;smith1965;10.1016/0022-474X(65)90006-8;40;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;35;0.138714286;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;35;0.142857143;;;smith1965;10.1016/0022-474X(65)90006-8;90;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;37.5;0.086857143;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Cryptolestes ferrugineus;Coleoptera;Laemophloeidae;40;0.065714286;;;smith1965;10.1016/0022-474X(65)90006-8;70;;stored product pest;frazier2006;49.89526054;-97.14598285;2.3;adults;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;4.4;-0.0242;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;7.2;0.011;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;10;0.0157;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;12.8;0.0139;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;15.6;0.0161;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;18.3;0.0131;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;21.1;0.0128;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;23.9;0.0148;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;26.7;0.0122;;;summers1984;10.1093/ee/13.1.236;;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;4.4;-0.023;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;7.2;0.0427;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;10;0.1039;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;12.8;0.1316;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;15.6;0.2006;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;18.3;0.1994;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;21.1;0.2336;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;23.9;0.3168;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Acyrthosiphon kondoi;Hemiptera;Aphididae;26.7;0.3355;;;summers1984;10.1093/ee/13.1.236;using phys_time;;sucker;frazier2006;36.60201744;-119.5116402;2.9;apterous;CABI
Rhopalosiphum rufiabdominalis;Hemiptera;Aphididae;10;0.115;;;tsai1998;10.1093/ee/27.3.662;;;sucker;frazier2006;26.14233115;-81.79605594;2.4;adults;Wikipedia
Rhopalosiphum rufiabdominalis;Hemiptera;Aphididae;15;0.2;;;tsai1998;10.1093/ee/27.3.662;;;sucker;frazier2006;26.14233115;-81.79605594;2.4;adults;Wikipedia
Rhopalosiphum rufiabdominalis;Hemiptera;Aphididae;20;0.357;;;tsai1998;10.1093/ee/27.3.662;;;sucker;frazier2006;26.14233115;-81.79605594;2.4;adults;Wikipedia
Rhopalosiphum rufiabdominalis;Hemiptera;Aphididae;25;0.432;;;tsai1998;10.1093/ee/27.3.662;;;sucker;frazier2006;26.14233115;-81.79605594;2.4;adults;Wikipedia
Rhopalosiphum rufiabdominalis;Hemiptera;Aphididae;30;0.364;;;tsai1998;10.1093/ee/27.3.662;;;sucker;frazier2006;26.14233115;-81.79605594;2.4;adults;Wikipedia
Sitobion fragariae;Hemiptera;Aphididae;12;0.11834693;0.010456274;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;3.3;apterous;
Sitobion fragariae;Hemiptera;Aphididae;15;0.192253436;0.013688459;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;3.3;apterous;
Sitobion fragariae;Hemiptera;Aphididae;20;0.300474485;0.013878327;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;3.3;apterous;
Sitobion fragariae;Hemiptera;Aphididae;25;0.252804459;0.045817737;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;3.3;apterous;
Sitobion miscanthi;Hemiptera;Aphididae;12;0.076902064;0.038451032;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;2.3;apterous;
Sitobion miscanthi;Hemiptera;Aphididae;15;0.134458267;0.040304429;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;2.3;apterous;
Sitobion miscanthi;Hemiptera;Aphididae;20;0.244200721;0.036121673;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;2.3;apterous;
Sitobion miscanthi;Hemiptera;Aphididae;25;0.279800165;0.047718631;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;2.3;apterous;
Sitobion miscanthi;Hemiptera;Aphididae;28;0.093251873;0.076426102;20;turak1998;10.1046/j.1570-7458.1998.00264.x;;;sucker;frazier2006;-33.77403;151.11271;2.3;apterous;
Uscana lariophaga;Hymenoptera;Trichogrammatidae;20;0.102;;;vanhuis1994;10.1111/j.1570-7458.1994.tb01757.x;Bruchidus atrolineatus;;parasitoid;frazier2006;13.51181089;2.123077123;0.4;adults;http://www.bulletinofinsectology.org/pdfarticles/vol60-2007-063-070vanalebeek.pdf
Uscana lariophaga;Hymenoptera;Trichogrammatidae;25;0.201;;;vanhuis1994;10.1111/j.1570-7458.1994.tb01757.x;Bruchidus atrolineatus;;parasitoid;frazier2006;13.51181089;2.123077123;0.4;adults;http://www.bulletinofinsectology.org/pdfarticles/vol60-2007-063-070vanalebeek.pdf
Uscana lariophaga;Hymenoptera;Trichogrammatidae;30;0.397;;;vanhuis1994;10.1111/j.1570-7458.1994.tb01757.x;Bruchidus atrolineatus;;parasitoid;frazier2006;13.51181089;2.123077123;0.4;adults;http://www.bulletinofinsectology.org/pdfarticles/vol60-2007-063-070vanalebeek.pdf
Uscana lariophaga;Hymenoptera;Trichogrammatidae;35;0.47;;;vanhuis1994;10.1111/j.1570-7458.1994.tb01757.x;Bruchidus atrolineatus;;parasitoid;frazier2006;13.51181089;2.123077123;0.4;adults;http://www.bulletinofinsectology.org/pdfarticles/vol60-2007-063-070vanalebeek.pdf
Uscana lariophaga;Hymenoptera;Trichogrammatidae;35;0.461;;;vanhuis1994;10.1111/j.1570-7458.1994.tb01757.x;Bruchidus atrolineatus;;parasitoid;frazier2006;13.51181089;2.123077123;0.4;adults;http://www.bulletinofinsectology.org/pdfarticles/vol60-2007-063-070vanalebeek.pdf
